seq,rtt_us,status,rxq_drops_delta
610,1503.704,ok,0
611,1537.728,ok,0
612,1549.370,ok,0
613,1540.142,ok,0
614,1539.090,ok,0
615,1539.832,ok,0
616,1502.091,ok,0
617,1441.909,ok,0
618,1432.982,ok,0
619,1435.536,ok,0
620,1434.886,ok,0
621,1568.365,ok,0
622,1435.457,ok,0
623,1468.448,ok,0
624,1431.579,ok,0
625,1432.932,ok,0
626,1435.717,ok,0
627,1437.110,ok,0
628,1436.218,ok,0
629,1436.708,ok,0
630,1433.172,ok,0
631,1430.377,ok,0
632,1431.499,ok,0
633,1441.207,ok,0
634,1430.557,ok,0
635,1435.466,ok,0
636,1435.156,ok,0
637,1434.475,ok,0
638,1431.839,ok,0
639,1431.499,ok,0
640,1429.365,ok,0
641,1431.920,ok,0
642,1447.979,ok,0
643,1435.987,ok,0
644,1798.556,ok,0
645,1445.265,ok,0
646,1421.009,ok,0
647,1432.771,ok,0
648,1432.651,ok,0
649,1432.491,ok,0
650,1440.856,ok,0
651,1411.371,ok,0
652,1430.016,ok,0
653,1424.495,ok,0
654,1403.347,ok,0
655,1468.729,ok,0
656,1451.076,ok,0
657,1479.349,ok,0
658,1419.467,ok,0
659,1434.294,ok,0
660,1432.370,ok,0
661,1436.899,ok,0
662,1431.399,ok,0
663,1430.507,ok,0
664,1433.823,ok,0
665,1437.240,ok,0
666,1435.096,ok,0
667,1438.071,ok,0
668,1564.088,ok,0
669,1434.394,ok,0
670,1431.710,ok,0
671,1430.227,ok,0
672,1433.533,ok,0
673,1432.511,ok,0
674,1428.262,ok,0
675,1432.000,ok,0
676,1430.107,ok,0
677,1435.997,ok,0
678,1438.462,ok,0
679,1433.233,ok,0
680,1644.838,ok,0
681,1438.532,ok,0
682,1437.781,ok,0
683,1434.374,ok,0
684,1436.929,ok,0
685,1443.101,ok,0
686,1432.862,ok,0
687,1433.303,ok,0
688,1437.510,ok,0
689,1433.012,ok,0
690,1435.055,ok,0
691,1422.112,ok,0
692,1428.183,ok,0
693,1468.869,ok,0
694,1431.159,ok,0
695,1435.727,ok,0
696,1433.643,ok,0
697,1435.066,ok,0
698,1430.116,ok,0
699,1436.829,ok,0
700,1435.607,ok,0
701,1429.845,ok,0
702,1431.038,ok,0
703,1429.446,ok,0
704,1458.510,ok,0
705,1434.114,ok,0
706,1434.154,ok,0
707,1433.924,ok,0
708,1449.182,ok,0
709,1439.585,ok,0
710,1433.944,ok,0
711,1431.369,ok,0
712,1431.990,ok,0
713,1437.911,ok,0
714,1505.658,ok,0
715,1445.175,ok,0
716,1424.837,ok,0
717,1431.499,ok,0
718,1431.839,ok,0
719,1429.646,ok,0
720,1433.062,ok,0
721,1436.368,ok,0
722,1435.897,ok,0
723,1434.524,ok,0
724,1432.101,ok,0
725,1856.033,ok,0
726,1433.723,ok,0
727,1531.647,ok,0
728,1432.711,ok,0
729,1433.683,ok,0
730,1434.334,ok,0
731,1431.138,ok,0
732,1430.687,ok,0
733,1428.824,ok,0
734,1432.662,ok,0
735,1435.297,ok,0
736,1437.079,ok,0
737,1435.486,ok,0
738,1422.352,ok,0
739,1541.645,ok,0
740,1426.119,ok,0
741,1431.509,ok,0
742,1432.811,ok,0
743,1435.506,ok,0
744,1399.298,ok,0
745,1418.745,ok,0
746,1431.699,ok,0
747,1434.284,ok,0
748,1433.734,ok,0
749,1430.567,ok,0
750,1425.698,ok,0
751,1572.263,ok,0
752,1434.615,ok,0
753,1398.317,ok,0
754,1422.722,ok,0
755,1431.950,ok,0
756,1428.844,ok,0
757,1429.385,ok,0
758,1430.166,ok,0
759,1438.683,ok,0
760,1439.865,ok,0
761,1424.266,ok,0
762,1432.140,ok,0
763,1413.656,ok,0
764,1429.195,ok,0
765,1434.805,ok,0
766,1436.008,ok,0
767,1411.151,ok,0
768,1424.977,ok,0
769,1432.190,ok,0
770,1428.924,ok,0
771,1431.008,ok,0
772,1429.795,ok,0
773,1432.070,ok,0
774,1434.815,ok,0
775,1454.142,ok,0
776,1432.040,ok,0
777,1419.757,ok,0
