seq,rtt_us,status,rxq_drops_delta
484,1385.203,ok,0
485,1380.704,ok,0
486,1382.878,ok,0
487,1408.837,ok,0
488,1391.294,ok,0
489,1416.732,ok,0
490,1583.203,ok,0
491,1396.343,ok,0
492,1417.984,ok,0
493,1390.643,ok,0
494,1417.072,ok,0
495,1417.734,ok,0
496,1366.818,ok,0
497,1410.039,ok,0
498,1404.829,ok,0
499,1387.587,ok,0
500,1388.528,ok,0
501,1416.261,ok,0
502,1439.003,ok,0
503,1428.593,ok,0
504,1429.175,ok,0
505,1429.465,ok,0
506,1555.882,ok,0
507,1482.595,ok,0
508,1381.496,ok,0
509,1377.458,ok,0
510,1406.853,ok,0
511,1407.955,ok,0
512,1505.106,ok,0
513,1418.014,ok,0
514,1386.344,ok,0
515,1406.011,ok,0
516,1400.662,ok,0
517,1391.664,ok,0
518,1383.299,ok,0
519,1377.619,ok,0
520,1403.888,ok,0
521,1389.861,ok,0
522,1380.002,ok,0
523,1375.414,ok,0
524,1425.698,ok,0
525,1433.563,ok,0
526,1427.452,ok,0
527,1395.992,ok,0
528,1428.433,ok,0
529,1425.027,ok,0
530,1378.350,ok,0
531,1377.788,ok,0
532,1377.137,ok,0
533,1376.496,ok,0
534,1408.245,ok,0
535,1534.561,ok,0
536,1432.882,ok,0
537,1392.266,ok,0
538,1374.552,ok,0
539,1491.972,ok,0
540,1420.118,ok,0
541,1379.532,ok,0
542,1483.446,ok,0
543,1408.375,ok,0
544,1412.423,ok,0
545,1400.511,ok,0
546,1382.207,ok,0
547,1416.601,ok,0
548,1423.244,ok,0
549,1408.145,ok,0
550,1433.713,ok,0
551,1426.720,ok,0
552,1433.673,ok,0
553,1485.851,ok,0
554,1397.655,ok,0
555,1377.779,ok,0
556,1425.037,ok,0
557,1386.876,ok,0
558,1379.521,ok,0
559,1467.156,ok,0
560,1418.064,ok,0
561,1411.732,ok,0
562,1421.179,ok,0
563,1434.254,ok,0
564,1434.064,ok,0
565,1380.914,ok,0
566,1414.286,ok,0
567,1411.802,ok,0
568,1406.753,ok,0
569,1402.986,ok,0
570,1383.319,ok,0
571,1430.557,ok,0
572,1377.628,ok,0
573,1393.408,ok,0
574,1427.582,ok,0
575,1448.901,ok,0
576,1401.313,ok,0
577,1410.350,ok,0
578,1411.451,ok,0
579,1417.854,ok,0
580,1411.110,ok,0
581,1379.722,ok,0
582,1386.004,ok,0
583,1430.638,ok,0
584,1550.993,ok,0
585,1428.423,ok,0
586,1428.574,ok,0
587,1435.266,ok,0
588,1599.514,ok,0
589,1394.369,ok,0
590,1408.736,ok,0
591,1405.911,ok,0
592,1385.564,ok,0
593,1377.648,ok,0
594,1409.348,ok,0
595,1456.696,ok,0
596,1402.835,ok,0
597,1398.918,ok,0
598,1420.027,ok,0
599,1433.332,ok,0
600,1441.438,ok,0
601,1385.363,ok,0
602,1379.882,ok,0
603,1399.639,ok,0
604,1400.070,ok,0
605,1376.907,ok,0
606,1405.279,ok,0
607,1428.423,ok,0
608,1419.697,ok,0
609,1417.382,ok,0
610,1390.392,ok,0
611,1381.495,ok,0
612,1407.865,ok,0
613,1378.440,ok,0
614,1428.753,ok,0
615,1417.743,ok,0
616,1397.565,ok,0
617,1404.979,ok,0
618,1427.972,ok,0
619,1445.075,ok,0
620,1419.417,ok,0
621,1426.169,ok,0
622,1425.328,ok,0
623,1442.900,ok,0
624,1455.063,ok,0
625,1388.188,ok,0
626,1405.360,ok,0
627,1407.885,ok,0
628,1406.292,ok,0
629,1396.593,ok,0
630,1430.336,ok,0
631,1406.362,ok,0
632,1429.926,ok,0
633,1400.521,ok,0
634,1429.225,ok,0
635,1464.190,ok,0
636,1363.401,ok,0
637,1341.050,ok,0
638,1361.608,ok,0
639,1363.923,ok,0
640,1380.013,ok,0
641,1413.796,ok,0
642,1436.559,ok,0
643,1384.852,ok,0
644,1365.636,ok,0
645,1400.762,ok,0
646,1405.750,ok,0
647,1396.143,ok,0
648,1369.633,ok,0
649,1366.998,ok,0
650,1359.855,ok,0
651,1373.070,ok,0
652,1372.749,ok,0
653,1390.241,ok,0
654,1419.015,ok,0
655,1412.894,ok,0
656,1418.675,ok,0
657,1391.154,ok,0
658,1399.910,ok,0
659,1400.160,ok,0
660,1405.631,ok,0
661,1380.193,ok,0
662,1380.143,ok,0
663,1539.521,ok,0
664,1401.954,ok,0
665,1421.000,ok,0
666,1409.488,ok,0
667,1439.404,ok,0
668,1422.262,ok,0
669,1394.911,ok,0
670,1451.205,ok,0
671,1394.049,ok,0
672,1392.546,ok,0
673,1380.945,ok,0
674,1413.846,ok,0
675,1396.163,ok,0
676,1399.178,ok,0
677,1426.770,ok,0
678,1391.174,ok,0
679,1434.594,ok,0
680,1421.541,ok,0
681,1404.759,ok,0
682,1401.002,ok,0
683,1350.036,ok,0
684,1363.973,ok,0
685,1369.172,ok,0
686,1607.899,ok,0
687,1438.432,ok,0
688,1419.166,ok,0
689,1425.267,ok,0
690,1399.780,ok,0
691,1425.197,ok,0
692,1420.378,ok,0
693,1405.430,ok,0
694,1415.028,ok,0
695,1385.032,ok,0
696,1380.644,ok,0
697,1377.318,ok,0
698,1396.654,ok,0
699,1398.036,ok,0
700,1440.095,ok,0
701,1417.202,ok,0
702,1433.553,ok,0
703,1391.484,ok,0
704,1423.484,ok,0
705,1399.919,ok,0
706,1407.394,ok,0
707,1421.650,ok,0
708,1392.656,ok,0
709,1387.116,ok,0
710,1416.922,ok,0
711,1359.404,ok,0
712,1461.295,ok,0
713,1410.369,ok,0
714,1429.446,ok,0
715,1433.383,ok,0
716,1383.039,ok,0
717,1397.826,ok,0
718,1458.279,ok,0
719,1381.466,ok,0
720,1380.704,ok,0
721,1384.050,ok,0
722,1409.327,ok,0
723,1411.892,ok,0
724,1429.115,ok,0
725,1404.178,ok,0
726,1426.209,ok,0
727,1433.132,ok,0
728,1426.340,ok,0
729,1421.731,ok,0
730,1399.299,ok,0
731,1416.922,ok,0
732,1409.738,ok,0
733,1538.099,ok,0
734,1389.640,ok,0
735,1425.689,ok,0
736,1440.836,ok,0
737,1405.351,ok,0
738,1421.851,ok,0
739,1378.129,ok,0
740,1411.341,ok,0
741,1392.526,ok,0
742,1383.429,ok,0
743,1374.713,ok,0
744,1374.472,ok,0
745,1536.756,ok,0
746,1390.803,ok,0
747,1406.172,ok,0
748,1430.778,ok,0
749,1411.852,ok,0
750,1396.193,ok,0
751,1415.419,ok,0
752,1415.619,ok,0
753,1388.178,ok,0
754,1377.648,ok,0
755,1402.184,ok,0
756,1368.652,ok,0
757,1398.908,ok,0
758,1401.133,ok,0
759,1466.755,ok,0
760,1417.634,ok,0
761,1404.779,ok,0
762,1392.526,ok,0
763,1408.546,ok,0
764,1417.352,ok,0
765,1391.844,ok,0
766,1385.623,ok,0
767,1388.118,ok,0
768,1381.476,ok,0
769,1425.938,ok,0
770,1446.818,ok,0
771,1428.143,ok,0
772,1438.623,ok,0
773,1465.162,ok,0
774,1437.330,ok,0
775,1449.994,ok,0
776,1487.063,ok,0
777,1452.979,ok,0
778,1458.339,ok,0
779,1484.749,ok,0
780,1476.433,ok,0
781,1430.437,ok,0
782,1471.063,ok,0
783,1480.471,ok,0
784,1447.409,ok,0
785,1442.329,ok,0
786,1467.696,ok,0
787,1501.290,ok,0
788,1678.832,ok,0
789,1430.427,ok,0
790,1474.159,ok,0
791,1580.107,ok,0
792,1423.885,ok,0
793,1384.301,ok,0
794,1413.145,ok,0
795,1369.182,ok,0
796,1388.399,ok,0
797,1418.915,ok,0
798,1402.404,ok,0
799,1378.600,ok,0
800,1381.626,ok,0
801,1367.920,ok,0
802,1425.087,ok,0
803,1530.034,ok,0
804,1412.484,ok,0
805,1385.814,ok,0
806,1382.557,ok,0
807,1379.632,ok,0
808,1388.409,ok,0
809,1413.405,ok,0
810,1405.530,ok,0
811,1396.003,ok,0
812,1415.088,ok,0
813,1376.777,ok,0
814,1427.140,ok,0
815,1464.641,ok,0
816,1388.609,ok,0
817,1415.158,ok,0
818,1383.049,ok,0
819,1386.725,ok,0
820,1397.536,ok,0
821,1416.771,ok,0
822,1414.438,ok,0
823,1366.287,ok,0
824,1376.146,ok,0
825,1405.160,ok,0
826,1369.694,ok,0
827,1432.120,ok,0
828,1394.220,ok,0
829,1404.689,ok,0
830,1376.316,ok,0
831,1371.246,ok,0
832,1400.271,ok,0
833,1378.891,ok,0
